11,14|||2	10.422978
11,14|||3	11.056632
11,14|||4	9.360481
11,14|||5	11.056632
11,14|||6	11.056632
11,14|||7	10.422978
11,14|||8	11.029620
11,14|||9	11.029620
11|0||0	5.695761
11|0||10	10.645600
11|0||11	8.223689
11|0||12	10.540842
11|0||13	10.499291
11|0||14	9.519499
11|0||2	9.875429
11|0||3	10.443299
11|0||4	8.438500
11|0||5	10.443291
11|0||6	10.442530
11|0||7	9.873361
11|0||8	10.651613
11|0||9	10.648981
11|10||0	4.366403
11|10||10	7.070425
11|10||11	6.523562
11|10||12	7.070457
11|10||13	6.331488
11|10||14	6.568210
11|10||2	6.839717
11|10||3	7.089548
11|10||4	6.179005
11|10||5	7.089548
11|10||6	7.089043
11|10||7	6.838127
11|10||8	7.306267
11|10||9	7.302806
11|11||0	3.614028
11|11||10	6.312827
11|11||11	5.424101
11|11||12	6.038319
11|11||13	5.371981
11|11||14	5.743900
11|11||2	5.943748
11|11||3	6.013620
11|11||4	5.377909
11|11||5	6.013620
11|11||6	6.013041
11|11||7	5.941654
11|11||8	6.321322
11|11||9	6.317737
11|12||0	4.213750
11|12||10	7.210236
11|12||11	6.425297
11|12||12	6.836611
11|12||13	6.080911
11|12||14	6.490552
11|12||2	6.765861
11|12||3	6.972360
11|12||4	6.113658
11|12||5	6.972360
11|12||6	6.971704
11|12||7	6.763814
11|12||8	7.219787
11|12||9	7.216305
11|13||0	9.262380
11|13||10	14.965666
11|13||11	11.802819
11|13||12	14.906813
11|13||13	14.961798
11|13||14	13.679446
11|13||2	13.708743
11|13||3	14.970248
11|13||4	11.938614
11|13||5	14.970248
11|13||6	14.969465
11|13||7	13.706926
11|13||8	14.970823
11|13||9	14.968447
11|14||0	3.728225
11|14||10	6.365128
11|14||11	5.529831
11|14||12	6.099907
11|14||13	5.255659
11|14||14	6.055522
11|14||2	5.975222
11|14||3	6.067333
11|14||4	5.424655
11|14||5	6.067333
11|14||6	6.066792
11|14||7	5.973327
11|14||8	6.372455
11|14||9	6.369578
11|2||0	3.837937
11|2||10	6.582439
11|2||11	5.832479
11|2||12	6.338899
11|2||13	5.683955
11|2||14	6.007887
11|2||2	5.926320
11|2||3	6.318652
11|2||4	5.617276
11|2||5	6.318652
11|2||6	6.318218
11|2||7	6.064849
11|2||8	6.590982
11|2||9	6.587756
11|3||0	3.895068
11|3||10	6.800380
11|3||11	5.968566
11|3||12	6.577580
11|3||13	5.755883
11|3||14	6.164299
11|3||2	6.317409
11|3||3	6.329832
11|3||4	5.611788
11|3||5	6.601734
11|3||6	6.601313
11|3||7	6.315985
11|3||8	6.808876
11|3||9	6.805621
11|4||0	3.210270
11|4||10	5.858373
11|4||11	5.129431
11|4||12	5.610374
11|4||13	5.019650
11|4||14	5.382209
11|4||2	5.524460
11|4||3	5.536283
11|4||4	4.648794
11|4||5	5.536330
11|4||6	5.535884
11|4||7	5.523042
